repository,url,description,created_date,last_modified,stars,forks,aws_services,topics,solution_type,competency,customer_problems,solution_marketing,deployment_tools,deployment_level,deployment_readiness,primary_language,secondary_language,framework,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,genai_agentic,classification_method,classification_timestamp
"aws-samples/eb-demo-php-simple-app","https://github.com/aws-samples/eb-demo-php-simple-app","This demo app shows you how to run a simple PHP application on AWS Elastic Beanstalk. Follow the steps below to deploy the demo application to an Elastic Beanstalk PHP environment. Accept the default settings unless indicated otherwise in the steps below:","2014-02-06T04:22:59Z","2024-09-13T17:40:06Z","148","179","RDS","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","PHP","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Legacy","407","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:48.425601"
"aws-samples/aws-secret-sidecar-injector","https://github.com/aws-samples/aws-secret-sidecar-injector","Kubernetes mutating webhook to fetch secrets from AWS Secrets Manager","2020-04-28T21:26:59Z","2025-06-12T18:58:23Z","148","35","EKS; IAM; Secrets Manager","aws-eks; aws-secrets-manager; kubernetes; kubernetes-admission-webhook; kubernetes-secrets","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Go","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","135","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:48.809040"
"aws-samples/sagemaker-distributed-training-workshop","https://github.com/aws-samples/sagemaker-distributed-training-workshop","Hands-on workshop for distributed training and hosting on SageMaker","2022-08-16T21:47:11Z","2025-10-18T07:04:42Z","148","66","Batch; SageMaker","aws; dataparallelism; deep-learning; modelparallelism; sagemaker-training","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","8","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:50.748083"
"aws-samples/aws-genomics-workflows","https://github.com/aws-samples/aws-genomics-workflows","Genomics Workflows on AWS","2019-02-08T20:24:48Z","2025-06-30T12:03:09Z","147","111","Batch; CloudFormation; S3","aws; batch; genomics; step-functions; workflows","Foundation Builders","DevOps","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Shell","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","117","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:51.079180"
"aws-samples/aws-lambda-layer-kubectl","https://github.com/aws-samples/aws-lambda-layer-kubectl","AWS Lambda Layer with kubectl and Helm","2019-04-16T15:47:49Z","2025-08-06T13:55:04Z","147","47","CDK; Lambda","","Foundation Builders","DevOps","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","80","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:51.891998"
"aws-samples/amazon-efs-tutorial","https://github.com/aws-samples/amazon-efs-tutorial","This tutorial is designed to help you better understand the performance characteristics of Amazon Elastic File System","2017-11-12T20:25:15Z","2025-09-25T14:26:25Z","146","60","CloudFormation; CloudWatch; EC2; EFS; Lambda","","Foundation Builders","DevOps","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Multiple","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","30","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:52.956775"
"aws-samples/amazon-kinesis-data-analytics-examples","https://github.com/aws-samples/amazon-kinesis-data-analytics-examples","Example applications in Java; Python and SQL for Kinesis Data Analytics; demonstrating sources; sinks; and operators.","2019-04-22T16:39:36Z","2025-08-13T11:20:08Z","146","85","Kinesis","","Quick Wins","Analytics","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Java","N/A","Spring/Maven","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","74","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:53.665978"
"aws-samples/eb-docker-nginx-proxy","https://github.com/aws-samples/eb-docker-nginx-proxy","This demo app shows you how to run a simple PHP application using the [PHP-FPM](https://registry.hub.docker.com/u/library/php/) and [Nginx](https://registry.hub.docker.com/u/library/nginx/) Docker images from the official Docker library.","2015-03-20T22:30:31Z","2025-01-03T21:51:03Z","145","86","IAM","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","PHP","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","295","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:56.480270"
"aws-samples/eks-workshop-greater-china","https://github.com/aws-samples/eks-workshop-greater-china","AWS Workshop for Learning EKS for Greater China","2019-07-10T22:55:59Z","2025-10-13T03:56:39Z","145","95","EKS","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Makefile","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","13","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:57.273934"
"aws-samples/sagemaker-run-notebook","https://github.com/aws-samples/sagemaker-run-notebook","Tools to run Jupyter notebooks as jobs in Amazon SageMaker - ad hoc; on a schedule; or in response to events","2020-06-11T22:06:22Z","2025-10-22T18:49:19Z","145","72","CloudFormation; SageMaker","aws; cloudformation; jupyter; jupyterlab; jupyterlab-extension; sagemaker","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","3","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:57.789929"
"aws-samples/sagemaker-studio-auto-shutdown-extension","https://github.com/aws-samples/sagemaker-studio-auto-shutdown-extension","This Jupyter extension automatically shuts down KernelGateway Apps; Kernels and Image Terminals in SageMaker Studio when they are idle for a stipulated period of time. You will be able to configure an idle time limit of your preference.","2020-11-21T00:13:11Z","2024-12-28T17:06:43Z","145","38","SageMaker","","Innovation Catalysts","AI/ML","Time to Market","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","301","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:58.941542"
"aws-samples/serverless-trivia-game","https://github.com/aws-samples/serverless-trivia-game","The Simple Trivia Service example serverless web game. See the Compute Blog series and video series for more information. Contact @timbrucemi for info.","2021-02-09T17:21:56Z","2025-08-04T06:22:19Z","145","23","DynamoDB; Lambda; Step Functions","game; game-development; gametech; serverless","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Vue","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","83","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:24:59.301470"
"aws-samples/openbanking-brazilian-auth-samples","https://github.com/aws-samples/openbanking-brazilian-auth-samples","This repo intends to demonstrate how to address the OAuth2-based authorization security requirement for Brazilian Open Banking to use Amazon API Gateway to protect and authorize API accesses using an external [FAPI-compliant OIDC provider](./resources/oidc-provider-app) and a [Lambda Authorizer](./r","2021-05-03T00:05:14Z","2025-08-31T23:10:27Z","145","33","ACM; API Gateway; CDK; Lambda; Route53","","Compliance Accelerators","DevOps","Development Efficiency","compliance","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","55","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:02.012256"
"aws-samples/eks-blueprints-add-ons","https://github.com/aws-samples/eks-blueprints-add-ons","Welcome to the EKS Blueprints Add-ons repository. This repository contains GitOps configuration which follows the ArgoCD App of Apps pattern. It demonstrates how EKS customers can leverage ArgoCD to easily bootstrap an EKS cluster with a wide variety of Kubernetes add-ons.","2021-11-19T04:08:36Z","2025-10-18T20:04:45Z","145","764","CloudWatch; EKS","","Innovation Catalysts","General Development","Development Efficiency","setup","Manual","Production Ready","Beta Ready","Smarty","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","7","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:03.026786"
"aws-samples/aws-codedeploy-github-actions-deployment","https://github.com/aws-samples/aws-codedeploy-github-actions-deployment","Many Organizations adopt [DevOps Practices](https://aws.amazon.com/devops/what-is-devops/) to innovate faster by automating and streamlining the software development and infrastructure management processes. Beyond cultural adoption; DevOps also suggests following certain best practices and Continuou","2022-01-26T11:14:20Z","2025-10-22T11:18:25Z","144","215","CloudFormation; CodeDeploy; EC2; ECS; IAM","","Innovation Catalysts","Security","Time to Market","foundation","Manual","Production Ready","Beta Ready","Shell","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","4","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:04.029466"
"aws-samples/service-catalog-engine-for-terraform-os","https://github.com/aws-samples/service-catalog-engine-for-terraform-os","The AWS Service Catalog Terraform Reference Engine (TRE) provides an example for you to configure and install a Terraform engine in your AWS Service Catalog administrator account. With the engine installed into your account; you can use Service Catalog as a single tool to organize; govern; and distr","2023-01-30T19:16:06Z","2025-09-26T20:37:31Z","144","43","EC2; Lambda; SQS","","Quick Wins","General Development","Development Efficiency","starter","Terraform","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","29","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:05.192721"
"aws-samples/aws-iam-access-key-auto-rotation","https://github.com/aws-samples/aws-iam-access-key-auto-rotation","This set of CloudFormation templates and Python scripts will set up an auto-rotation function that will automatically rotate your AWS IAM User Access Keys every 90 days.","2020-10-09T18:50:32Z","2025-08-27T08:22:33Z","143","139","CloudFormation; IAM; Secrets Manager","","Quick Wins","Security","Development Efficiency","starter","Manual","Production Ready","Beta Ready","HTML","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","60","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:05.888371"
"aws-samples/deep-learning-models","https://github.com/aws-samples/deep-learning-models","Natural language processing & computer vision models optimized for AWS","2018-07-19T19:07:10Z","2025-10-13T14:40:03Z","142","74","General AWS","aws; deep-learning","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","12","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:08.151216"
"aws-samples/amazon-eks-refarch-cloudformation","https://github.com/aws-samples/amazon-eks-refarch-cloudformation","Reference architecture of Amazon EKS cloudformation templates and AWS CDK samples","2019-07-01T21:16:52Z","2025-10-14T17:50:47Z","141","55","CDK; CloudFormation; EC2; EKS; IAM","","Quick Wins","Security","Development Efficiency","starter","CloudFormation","Production Ready","Beta Ready","Makefile","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","11","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:08.935720"
"aws-samples/data-science-on-aws","https://github.com/aws-samples/data-science-on-aws","This workshop shows AWS users how to use Amazon SageMaker and other associated services to build; train; and deploy generative AI models. These labs go through data science topics such as data processing at scale; model fine-tuning; real-time model deployment; and MLOps practices all through a gener","2023-04-10T21:15:33Z","2025-07-02T11:24:51Z","141","48","Athena; Glue; S3; SageMaker","","Innovation Catalysts","AI/ML","Time to Market","foundation","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","116","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:09.986830"
"aws-samples/aws-step-functions-long-lived-transactions","https://github.com/aws-samples/aws-step-functions-long-lived-transactions","Deal with the complexities of dealing with a long lived transaction across distributed components in your microservices architecture using AWS Step Functions.","2018-10-01T20:25:36Z","2025-10-20T15:37:37Z","140","44","Lambda; Step Functions","aws; aws-serverless; aws-step-functions; golang; saga-pattern; serverless","Foundation Builders","General Development","Complex Implementation","foundation","Manual","Production Ready","Beta Ready","Go","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","5","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:25:10.437514"
