repository,solution_type,competency,customer_problems,solution_marketing,primary_language,secondary_language,aws_services,deployment_tools,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,agentic_capabilities
aws-samples/aws-organizations-alternate-contacts-management-via-csv,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/amazon-sagemaker-jumpstart-mlops,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/accessibility-document-media-searcher,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Older,30,None
aws-samples/lambda-config-injector,Foundation Builders,DevOps,Development Efficiency,starter,Rust,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/serverless-voting-app-with-terraform,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (11 stars),Recently Updated,30,None
aws-samples/sap-on-aws-documentprocessing-workflow,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Older,30,None
aws-samples/aws-lambda-amazon-sqs-max-concurrency,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (14 stars),Recently Updated,30,None
aws-samples/aws-translate-customize-and-improve-realtime-translation-using-comprehend,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Older,30,None
aws-samples/amazon-translate-service-cloud-chat,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/amplify-trips-planner,Foundation Builders,DevOps,Development Efficiency,starter,Dart,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (11 stars),Recently Updated,30,None
aws-samples/audit-manager-custom-security-frameworks,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (12 stars),Recently Updated,30,None
aws-samples/sync-agent-presence-with-ms-teams,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/amazon-sagemaker-train-and-deploy-yolov5,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (18 stars),Recently Updated,30,None
aws-samples/dotnet-immersionday-samples,Foundation Builders,DevOps,Development Efficiency,starter,C#,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/amazon-chime-sdk-meetings-with-amplify,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/arc-zonal-shift-demo,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (12 stars),Recently Updated,30,None
aws-samples/cdk-nuxtjs3-sample,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/aws-ai-phi-deidentification,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (15 stars),Recently Updated,30,None
aws-samples/multiaccount-sagemaker-studio-private-access,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/location-data-anomalies,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Older,30,None
aws-samples/amazon-rekognition-custom-labels-video-detection,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Older,30,None
aws-samples/aws-iot-incident-response-example,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Older,30,None
aws-samples/amb-hf-workshop-supplychain-app,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/cdk-devsecops-cicd-pipeline,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (15 stars),Recently Updated,30,None
aws-samples/aws-iot-mqttv5-examples,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Older,30,None
aws-samples/sm-kornlp,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (18 stars),Recently Updated,30,None
aws-samples/amazon-sagemaker-hugging-face-bert-model-fill-mask,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Older,30,None
aws-samples/aws-iot-gg-docker-lifecycle,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Older,30,None
aws-samples/neptune-open-empi-migration,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (0 stars),Older,30,None
aws-samples/eth-keygen-lambda-sam,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/eks-blueprints-actions-workflow,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (21 stars),Recently Updated,30,None
aws-samples/amazon-connect-instance-dashboard,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/aws-migops-guidance,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/aws-migops-templates,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/lambda-web-adapter-benchmark-sample,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/demo-soafee-aws-iotfleetwise,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (13 stars),Recently Updated,30,None
aws-samples/improving-supply-chain-data-analysis-and-visibility-using-amazon-neptune,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (0 stars),Older,30,None
aws-samples/mqtt-load-test-generator,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Older,30,None
aws-samples/iot-polly,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Older,30,None
aws-samples/aws-data-exchange-amazon-finspace-integration,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Older,30,None
aws-samples/aws-openalex-knowledge-graph,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (8 stars),Recently Updated,30,None
aws-samples/healthcare-reports-data-extraction-example,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/ephemeral-preview-containers-furl,Foundation Builders,DevOps,Development Efficiency,starter,HTML,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (21 stars),Recently Updated,30,None
aws-samples/amazon-ivs-broadcast-web-demo,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (37 stars),Recently Updated,30,None
aws-samples/ams-self-service-reporting-aggregator,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/aws-application-migration-service-monitoring,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Older,30,None
aws-samples/Implementing-custom-domain-names-for-Amazon-API-Gateway-private-endpoints,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (13 stars),Recently Updated,30,None
aws-samples/rgcn-fraud-detector,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (10 stars),Recently Updated,30,None
aws-samples/course-dev-on-aws-extras,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (14 stars),Recently Updated,30,None
aws-samples/twinmaker-photogrammetry-pipeline,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/invisible-codepipeline-unsupported-regions,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/alz-cfct-stack-to-stackset-migration-tool,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Older,30,None
aws-samples/aws-greengrass-ec2-device-farm,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (8 stars),Recently Updated,30,None
aws-samples/pose-library-template-for-blender,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (10 stars),Recently Updated,30,None
aws-samples/cloudfront-hybrid-origin-failover,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/iot-analytics-athena-ddb,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (9 stars),Recently Updated,30,None
aws-samples/minimum-security-baseline,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/dynamodb-permissions-workshop,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/sagemaker-image-container-detective-control,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Older,30,None
