repository,url,description,created_date,last_modified,stars,forks,solution_type,solution_marketing,technical_competencies,solution_competencies,deployment_tools,deployment_level,primary_language,additional_languages,frameworks,aws_services,prerequisites,license,copyright_holder,commercial_use,setup_time,cost_range,customer_problems,usp,freshness_status,days_since_update,genai_agentic,topics,classification_method,classification_timestamp
awslabs/neural-retrieval,https://github.com/awslabs/neural-retrieval,Python library containing BART query generation and BERT-based Siamese models for neural retrieval. ,2020-10-02T19:38:31Z,2025-03-12T20:25:30Z,40,9,Innovation Catalysts,foundation,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,IAM,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Maintained,225,Yes,,S3-Based Complete Analysis,2025-10-24T13:22:14.832220
awslabs/amazon-qldb-driver-rust,https://github.com/awslabs/amazon-qldb-driver-rust,A Rust implementation of a driver for Amazon QLDB. ,2020-10-05T05:15:11Z,2024-04-24T15:31:25Z,15,2,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Rust,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,547,No,,S3-Based Complete Analysis,2025-10-24T13:22:14.832270
awslabs/aws-orbit-workbench,https://github.com/awslabs/aws-orbit-workbench,"A Data Platform built for AWS, powered by Kubernetes.",2020-10-08T18:49:35Z,2025-09-23T18:37:07Z,147,92,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,30,No,"analytics, aws, data-analysis, dataengineering, datalake, eks, eks-cluster, gpu, jupyter, jupyterhub, kubernetes, mach, orbit-workbench, redshift, workbench",S3-Based Complete Analysis,2025-10-24T13:22:14.832323
awslabs/amazon-sagemaker-inference-client,https://github.com/awslabs/amazon-sagemaker-inference-client,Amazon Sagemaker Object Detection Inference Endpoint visualization client web application hosted and managed by AWS Amplify. ,2020-10-15T03:24:12Z,2025-05-09T11:39:57Z,20,9,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,168,No,,S3-Based Complete Analysis,2025-10-24T13:22:14.832380
awslabs/amazon-timestream-driver-jdbc,https://github.com/awslabs/amazon-timestream-driver-jdbc,,2020-10-20T00:21:20Z,2025-10-13T18:49:49Z,11,11,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Java,"Python, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,10,No,,S3-Based Complete Analysis,2025-10-24T13:22:15.345783
awslabs/fhir-works-on-aws-persistence-facade,https://github.com/awslabs/fhir-works-on-aws-persistence-facade,"A façade implementation of the FHIR Works on AWS framework, enabling users to complete CRUD operations on FHIR resources by posting requests to connected microservices",2020-10-22T13:20:12Z,2023-12-21T13:33:04Z,7,4,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,672,No,"aws, fhir, fhir-works, healthcare, hl7, nodejs, typescript",S3-Based Complete Analysis,2025-10-24T13:22:15.346125
awslabs/plit,https://github.com/awslabs/plit,A Matplotlib wrapper that automates the undifferentiated heavy-lifting of writing boilerplate code while maintaining the power and feel of Matplotlib.,2020-10-26T20:39:39Z,2022-07-15T23:56:44Z,4,3,Innovation Catalysts,starter,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Jupyter Notebook,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Stale,1196,Yes,,S3-Based Complete Analysis,2025-10-24T13:22:15.346161
awslabs/fhir-works-on-aws-authz-smart,https://github.com/awslabs/fhir-works-on-aws-authz-smart,"A SMART on FHIR v1.0.0 implementation of the FHIR Works on AWS framework, utilizing OAuth2/OIDC authorization server to authorize requests",2020-10-29T18:58:46Z,2025-08-19T06:04:29Z,32,20,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,66,No,"aws, fhir, fhir-works, healthcare, hl7, nodejs, smart, typescript",S3-Based Complete Analysis,2025-10-24T13:22:15.346215
awslabs/aws-container-images-toolkit,https://github.com/awslabs/aws-container-images-toolkit,A collection of tools to statically and dynamically identify public container images that are hosted on Docker Hub.,2020-11-03T16:32:48Z,2025-03-07T00:28:55Z,70,11,Innovation Catalysts,enablement,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Shell,"Python, JavaScript",Docker,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Minimal (< $10/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Maintained,231,Yes,"container-registry, detector, dockerfile, dockerhub, ecs, eks, kubernetes",S3-Based Complete Analysis,2025-10-24T13:22:15.346264
awslabs/amazon-s3-data-replication-hub-plugin,https://github.com/awslabs/amazon-s3-data-replication-hub-plugin,"The Amazon S3 Transfer Plugin for Data Transfer Hub(https://github.com/awslabs/data-transfer-hub). Transfer objects from S3(in other partition), Alibaba Cloud OSS, Tencent COS, Qiniu Kodo into Amazon S3.",2020-11-05T19:01:17Z,2025-04-07T01:44:28Z,49,16,Foundation Builders,improvement,Modern Application Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS SDK,S3,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,200,No,"aws, cloud, data-replication, migration, serverless",S3-Based Complete Analysis,2025-10-24T13:22:15.346319
awslabs/aws-soter,https://github.com/awslabs/aws-soter,Model Checker for Java Programs,2020-11-06T02:55:59Z,2024-03-25T18:08:43Z,5,1,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Java,"Python, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,577,No,,S3-Based Complete Analysis,2025-10-24T13:22:15.346364
awslabs/python-deequ,https://github.com/awslabs/python-deequ,Python API for Deequ,2020-11-09T21:28:29Z,2025-10-20T22:30:01Z,800,147,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Jupyter Notebook,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,3,No,,S3-Based Complete Analysis,2025-10-24T13:22:15.346405
awslabs/amazon-pinpoint-preference-center,https://github.com/awslabs/amazon-pinpoint-preference-center,Configures and builds an Amazon Pinpoint Preference Center that allows Pinpoint Customers to collect end-user attributes and communication preferences.,2020-11-10T00:04:16Z,2025-04-04T02:06:54Z,13,6,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,203,No,,S3-Based Complete Analysis,2025-10-24T13:22:15.346468
awslabs/aws-embedded-metrics-dotnet,https://github.com/awslabs/aws-embedded-metrics-dotnet,Amazon CloudWatch Embedded Metric Format Client Library,2020-11-10T15:11:30Z,2025-08-08T06:08:25Z,24,16,Foundation Builders,visibility,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,C#,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,77,No,,S3-Based Complete Analysis,2025-10-24T13:22:15.346505
awslabs/sagemaker-handwritten-text-recognition,https://github.com/awslabs/sagemaker-handwritten-text-recognition,,2020-11-11T19:49:09Z,2024-11-30T10:04:14Z,13,5,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,328,No,,S3-Based Complete Analysis,2025-10-24T13:22:15.862364
awslabs/dynein,https://github.com/awslabs/dynein,DynamoDB CLI written in Rust.,2020-11-14T19:20:34Z,2025-09-16T16:27:00Z,392,41,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Rust,"Python, JavaScript",AWS SDK,DynamoDB,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,37,No,"aws, backup, cli, command-line, command-line-tool, database, ddb, dynamodb, dynamodb-admin, dynamodb-cli, dynamodb-client, dynamodb-local, export, import, nosql, rust",S3-Based Complete Analysis,2025-10-24T13:22:15.862687
awslabs/mlmax,https://github.com/awslabs/mlmax,Example templates for the delivery of custom ML solutions to production so you can get started quickly without having to make too many design choices.,2020-11-17T00:17:19Z,2025-07-07T09:42:10Z,74,19,Innovation Catalysts,starter,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Jupyter Notebook,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Medium ($100-1000/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Maintained,109,Yes,"inference, machine-learning, training",S3-Based Complete Analysis,2025-10-24T13:22:15.862749
awslabs/amazon-s3-tagging-spark-util,https://github.com/awslabs/amazon-s3-tagging-spark-util,,2020-11-19T18:34:50Z,2025-02-13T08:58:45Z,12,2,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Scala,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,253,No,,S3-Based Complete Analysis,2025-10-24T13:22:16.383989
awslabs/location-based-notifications-using-amazon-pinpoint,https://github.com/awslabs/location-based-notifications-using-amazon-pinpoint,The Location-Based Notifications Using Amazon Pinpoint solution allows you to engage with your customers based on their location. You can use the solution to create and manage geographic boundaries (geofences) around any businesses or points of interest.,2020-11-19T18:36:56Z,2024-04-25T09:36:49Z,13,6,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,547,No,"amazon-pinpoint, aws-appsync, geofences, user-engagement",S3-Based Complete Analysis,2025-10-24T13:22:16.384291
awslabs/aws-iot-device-client,https://github.com/awslabs/aws-iot-device-client,The AWS IoT Device Client provides device-side functionality for AWS IoT Services.,2020-11-20T01:07:16Z,2025-10-22T16:16:22Z,147,79,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,C++,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,1,No,,S3-Based Complete Analysis,2025-10-24T13:22:16.384365
awslabs/aws-groundstation-eos-pipeline,https://github.com/awslabs/aws-groundstation-eos-pipeline,This guide helps you create an automated Earth Observation pipeline on AWS. ,2020-11-24T18:43:59Z,2025-10-12T05:56:29Z,23,6,Foundation Builders,visibility,Modern Application Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Shell,"Python, JavaScript",AWS Lambda,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,12,No,"aws, aws-groundstation, ec2-instance, ipopp, lambda, rt-stps, s3, sns",S3-Based Complete Analysis,2025-10-24T13:22:16.384419
awslabs/amazon-ecr-data-replication-hub-plugin,https://github.com/awslabs/amazon-ecr-data-replication-hub-plugin,The Amazon ECR Transfer Plugin for Data Transfer Hub(https://github.com/awslabs/data-transfer-hub). Transfer container images from Amazon ECR(in other partition) or public container registries into Amazon ECR.,2020-11-24T18:45:47Z,2025-08-28T00:46:40Z,13,4,Innovation Catalysts,innovation,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Active,57,Yes,"aws, container-image, ecr",S3-Based Complete Analysis,2025-10-24T13:22:16.384473
awslabs/sagemaker-av-visual-perception,https://github.com/awslabs/sagemaker-av-visual-perception,,2020-11-25T00:38:06Z,2023-08-16T20:59:07Z,3,3,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,799,No,,S3-Based Complete Analysis,2025-10-24T13:22:16.908868
awslabs/damoos,https://github.com/awslabs/damoos,DAMON-based Optimal Operation Schemes,2020-12-02T08:36:27Z,2025-04-04T02:07:19Z,17,8,Foundation Builders,optimise,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,203,No,,S3-Based Complete Analysis,2025-10-24T13:22:16.909155
awslabs/sagemaker-purchase-modelling,https://github.com/awslabs/sagemaker-purchase-modelling,,2020-12-03T23:59:30Z,2024-04-15T10:36:44Z,5,1,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Jupyter Notebook,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,557,No,,S3-Based Complete Analysis,2025-10-24T13:22:17.428405
